Região,UF,Município / DSEI,Cód. IBGE,Perfil município
Norte,RR,Caracaraí,140020,Perfil 7 - Extrema Pobreza
Norte,RR,Caroebe,140023,Perfil 7 - Extrema Pobreza
Norte,RR,DISTRITO SANITARIO ESPECIAL INDIGENA LESTE RR,140010,Perfil 8 - Saúde Indígena
Norte,RR,DISTRITO SANITARIO ESPECIAL INDIGENA YANOMAMI,140030,Perfil 8 - Saúde Indígena
Norte,RR,Iracema,140028,Perfil 7 - Extrema Pobreza
Norte,RR,Mucajaí,140030,Perfil 7 - Extrema Pobreza
Norte,RR,Normandia,140040,Perfil 7 - Extrema Pobreza
Norte,RR,Pacaraima,140045,Perfil 7 - Extrema Pobreza
Norte,RR,Rorainópolis,140047,Perfil 7 - Extrema Pobreza
Norte,RR,São João da Baliza,140050,Perfil 6 - Áreas vulneráveis
Norte,RR,São Luiz,140060,Perfil 4 - Grupo I do PAB
Norte,RR,Uiramutã,140070,Perfil 7 - Extrema Pobreza
Sul,RS,Aceguá,430003,Perfil 7 - Extrema Pobreza
Sul,RS,Água Santa,430005,Perfil 4 - Grupo I do PAB
Sul,RS,Agudo,430010,Perfil 2 - Grupo II do PAB
Sul,RS,Ajuricaba,430020,Perfil 2 - Grupo II do PAB
Sul,RS,Alecrim,430030,Perfil 7 - Extrema Pobreza
Sul,RS,Alegrete,430040,Perfil 2 - Grupo II do PAB
Sul,RS,Alegria,430045,Perfil 4 - Grupo I do PAB
Sul,RS,Almirante Tamandaré do Sul,430047,Perfil 4 - Grupo I do PAB
Sul,RS,Alpestre,430050,Perfil 2 - Grupo II do PAB
Sul,RS,Alto Alegre,430055,Perfil 4 - Grupo I do PAB
Sul,RS,Alto Feliz,430057,Perfil 2 - Grupo II do PAB
Sul,RS,Alvorada,430060,Perfil 5 - G100
Sul,RS,Amaral Ferrador,430063,Perfil 4 - Grupo I do PAB
Sul,RS,Ametista do Sul,430064,Perfil 4 - Grupo I do PAB
Sul,RS,André da Rocha,430066,Perfil 4 - Grupo I do PAB
Sul,RS,Anta Gorda,430070,Perfil 2 - Grupo II do PAB
Sul,RS,Antônio Prado,430080,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Arambaré,430085,Perfil 4 - Grupo I do PAB
Sul,RS,Araricá,430087,Perfil 3 - Capitais e RM
Sul,RS,Aratiba,430090,Perfil 2 - Grupo II do PAB
Sul,RS,Arroio do Meio,430100,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Arroio do Padre,430107,Perfil 3 - Capitais e RM
Sul,RS,Arroio do Sal,430105,Perfil 3 - Capitais e RM
Sul,RS,Arroio do Tigre,430120,Perfil 2 - Grupo II do PAB
Sul,RS,Arroio dos Ratos,430110,Perfil 3 - Capitais e RM
Sul,RS,Arroio Grande,430130,Perfil 4 - Grupo I do PAB
Sul,RS,Arvorezinha,430140,Perfil 2 - Grupo II do PAB
Sul,RS,Augusto Pestana,430150,Perfil 4 - Grupo I do PAB
Sul,RS,Áurea,430155,Perfil 2 - Grupo II do PAB
Sul,RS,Bagé,430160,Perfil 7 - Extrema Pobreza
Sul,RS,Balneário Pinhal,430163,Perfil 3 - Capitais e RM
Sul,RS,Barão,430165,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Barão de Cotegipe,430170,Perfil 2 - Grupo II do PAB
Sul,RS,Barão do Triunfo,430175,Perfil 4 - Grupo I do PAB
Sul,RS,Barra do Guarita,430185,Perfil 4 - Grupo I do PAB
Sul,RS,Barra do Quaraí,430187,Perfil 7 - Extrema Pobreza
Sul,RS,Barra do Ribeiro,430190,Perfil 4 - Grupo I do PAB
Sul,RS,Barra do Rio Azul,430192,Perfil 4 - Grupo I do PAB
Sul,RS,Barra Funda,430195,Perfil 2 - Grupo II do PAB
Sul,RS,Barracão,430180,Perfil 4 - Grupo I do PAB
Sul,RS,Barros Cassal,430200,Perfil 4 - Grupo I do PAB
Sul,RS,Benjamin Constant do Sul,430205,Perfil 4 - Grupo I do PAB
Sul,RS,Bento Gonçalves,430210,Perfil 3 - Capitais e RM
Sul,RS,Boa Vista das Missões,430215,Perfil 4 - Grupo I do PAB
Sul,RS,Boa Vista do Buricá,430220,Perfil 2 - Grupo II do PAB
Sul,RS,Boa Vista do Cadeado,430222,Perfil 4 - Grupo I do PAB
Sul,RS,Boa Vista do Incra,430223,Perfil 4 - Grupo I do PAB
Sul,RS,Boa Vista do Sul,430225,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Bom Jesus,430230,Perfil 4 - Grupo I do PAB
Sul,RS,Bom Princípio,430235,Perfil 2 - Grupo II do PAB
Sul,RS,Bom Progresso,430237,Perfil 4 - Grupo I do PAB
Sul,RS,Bom Retiro do Sul,430240,Perfil 2 - Grupo II do PAB
Sul,RS,Boqueirão do Leão,430245,Perfil 2 - Grupo II do PAB
Sul,RS,Bossoroca,430250,Perfil 4 - Grupo I do PAB
Sul,RS,Bozano,430258,Perfil 4 - Grupo I do PAB
Sul,RS,Braga,430260,Perfil 4 - Grupo I do PAB
Sul,RS,Brochier,430265,Perfil 2 - Grupo II do PAB
Sul,RS,Butiá,430270,Perfil 2 - Grupo II do PAB
Sul,RS,Caçapava do Sul,430280,Perfil 4 - Grupo I do PAB
Sul,RS,Cacequi,430290,Perfil 4 - Grupo I do PAB
Sul,RS,Cachoeira do Sul,430300,Perfil 2 - Grupo II do PAB
Sul,RS,Cachoeirinha,430310,Perfil 3 - Capitais e RM
Sul,RS,Cacique Doble,430320,Perfil 4 - Grupo I do PAB
Sul,RS,Caibaté,430330,Perfil 4 - Grupo I do PAB
Sul,RS,Caiçara,430340,Perfil 4 - Grupo I do PAB
Sul,RS,Camaquã,430350,Perfil 2 - Grupo II do PAB
Sul,RS,Camargo,430355,Perfil 2 - Grupo II do PAB
Sul,RS,Cambará do Sul,430360,Perfil 4 - Grupo I do PAB
Sul,RS,Campestre da Serra,430367,Perfil 4 - Grupo I do PAB
Sul,RS,Campina das Missões,430370,Perfil 2 - Grupo II do PAB
Sul,RS,Campinas do Sul,430380,Perfil 4 - Grupo I do PAB
Sul,RS,Campo Bom,430390,Perfil 3 - Capitais e RM
Sul,RS,Campo Novo,430400,Perfil 4 - Grupo I do PAB
Sul,RS,Campos Borges,430410,Perfil 4 - Grupo I do PAB
Sul,RS,Candelária,430420,Perfil 2 - Grupo II do PAB
Sul,RS,Cândido Godói,430430,Perfil 2 - Grupo II do PAB
Sul,RS,Candiota,430435,Perfil 4 - Grupo I do PAB
Sul,RS,Canela,430440,Perfil 2 - Grupo II do PAB
Sul,RS,Canguçu,430450,Perfil 2 - Grupo II do PAB
Sul,RS,Canoas,430460,Perfil 3 - Capitais e RM
Sul,RS,Canudos do Vale,430461,Perfil 4 - Grupo I do PAB
Sul,RS,Capão Bonito do Sul,430462,Perfil 4 - Grupo I do PAB
Sul,RS,Capão da Canoa,430463,Perfil 3 - Capitais e RM
Sul,RS,Capão do Cipó,430465,Perfil 4 - Grupo I do PAB
Sul,RS,Capão do Leão,430466,Perfil 3 - Capitais e RM
Sul,RS,Capela de Santana,430468,Perfil 3 - Capitais e RM
Sul,RS,Capitão,430469,Perfil 2 - Grupo II do PAB
Sul,RS,Capivari do Sul,430467,Perfil 3 - Capitais e RM
Sul,RS,Caraá,430471,Perfil 3 - Capitais e RM
Sul,RS,Carazinho,430470,Perfil 2 - Grupo II do PAB
Sul,RS,Carlos Barbosa,430480,Perfil 3 - Capitais e RM
Sul,RS,Carlos Gomes,430485,Perfil 2 - Grupo II do PAB
Sul,RS,Casca,430490,Perfil 2 - Grupo II do PAB
Sul,RS,Caseiros,430495,Perfil 4 - Grupo I do PAB
Sul,RS,Catuípe,430500,Perfil 4 - Grupo I do PAB
Sul,RS,Caxias do Sul,430510,Perfil 3 - Capitais e RM
Sul,RS,Centenário,430511,Perfil 2 - Grupo II do PAB
Sul,RS,Cerrito,430512,Perfil 4 - Grupo I do PAB
Sul,RS,Cerro Branco,430513,Perfil 2 - Grupo II do PAB
Sul,RS,Cerro Grande,430515,Perfil 4 - Grupo I do PAB
Sul,RS,Cerro Grande do Sul,430517,Perfil 4 - Grupo I do PAB
Sul,RS,Cerro Largo,430520,Perfil 2 - Grupo II do PAB
Sul,RS,Chapada,430530,Perfil 4 - Grupo I do PAB
Sul,RS,Charqueadas,430535,Perfil 3 - Capitais e RM
Sul,RS,Charrua,430537,Perfil 4 - Grupo I do PAB
Sul,RS,Chiapetta,430540,Perfil 4 - Grupo I do PAB
Sul,RS,Chuí,430543,Perfil 7 - Extrema Pobreza
Sul,RS,Chuvisca,430544,Perfil 4 - Grupo I do PAB
Sul,RS,Cidreira,430545,Perfil 3 - Capitais e RM
Sul,RS,Ciríaco,430550,Perfil 4 - Grupo I do PAB
Sul,RS,Colinas,430558,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Colorado,430560,Perfil 4 - Grupo I do PAB
Sul,RS,Condor,430570,Perfil 4 - Grupo I do PAB
Sul,RS,Constantina,430580,Perfil 2 - Grupo II do PAB
Sul,RS,Coqueiro Baixo,430583,Perfil 4 - Grupo I do PAB
Sul,RS,Coqueiros do Sul,430585,Perfil 4 - Grupo I do PAB
Sul,RS,Coronel Barros,430587,Perfil 4 - Grupo I do PAB
Sul,RS,Coronel Bicaco,430590,Perfil 4 - Grupo I do PAB
Sul,RS,Coronel Pilar,430593,Perfil 4 - Grupo I do PAB
Sul,RS,Cotiporã,430595,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Coxilha,430597,Perfil 4 - Grupo I do PAB
Sul,RS,Crissiumal,430600,Perfil 7 - Extrema Pobreza
Sul,RS,Cristal,430605,Perfil 4 - Grupo I do PAB
Sul,RS,Cristal do Sul,430607,Perfil 4 - Grupo I do PAB
Sul,RS,Cruz Alta,430610,Perfil 2 - Grupo II do PAB
Sul,RS,Cruzaltense,430613,Perfil 4 - Grupo I do PAB
Sul,RS,Cruzeiro do Sul,430620,Perfil 2 - Grupo II do PAB
Sul,RS,David Canabarro,430630,Perfil 2 - Grupo II do PAB
Sul,RS,Derrubadas,430632,Perfil 7 - Extrema Pobreza
Sul,RS,Dezesseis de Novembro,430635,Perfil 4 - Grupo I do PAB
Sul,RS,Dilermando de Aguiar,430637,Perfil 4 - Grupo I do PAB
Sul,RS,Dois Irmãos,430640,Perfil 3 - Capitais e RM
Sul,RS,Dois Irmãos das Missões,430642,Perfil 4 - Grupo I do PAB
Sul,RS,Dois Lajeados,430645,Perfil 2 - Grupo II do PAB
Sul,RS,Dom Feliciano,430650,Perfil 6 - Áreas vulneráveis
Sul,RS,Dom Pedrito,430660,Perfil 7 - Extrema Pobreza
Sul,RS,Dom Pedro de Alcântara,430655,Perfil 3 - Capitais e RM
Sul,RS,Dona Francisca,430670,Perfil 4 - Grupo I do PAB
Sul,RS,Doutor Maurício Cardoso,430673,Perfil 7 - Extrema Pobreza
Sul,RS,Doutor Ricardo,430675,Perfil 2 - Grupo II do PAB
Sul,RS,Eldorado do Sul,430676,Perfil 3 - Capitais e RM
Sul,RS,Encantado,430680,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Encruzilhada do Sul,430690,Perfil 4 - Grupo I do PAB
Sul,RS,Engenho Velho,430692,Perfil 4 - Grupo I do PAB
Sul,RS,Entre Rios do Sul,430695,Perfil 2 - Grupo II do PAB
Sul,RS,Entre-Ijuís,430693,Perfil 4 - Grupo I do PAB
Sul,RS,Erebango,430697,Perfil 4 - Grupo I do PAB
Sul,RS,Erechim,430700,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Ernestina,430705,Perfil 4 - Grupo I do PAB
Sul,RS,Erval Grande,430720,Perfil 4 - Grupo I do PAB
Sul,RS,Erval Seco,430730,Perfil 4 - Grupo I do PAB
Sul,RS,Esmeralda,430740,Perfil 4 - Grupo I do PAB
Sul,RS,Esperança do Sul,430745,Perfil 7 - Extrema Pobreza
Sul,RS,Espumoso,430750,Perfil 4 - Grupo I do PAB
Sul,RS,Estação,430755,Perfil 2 - Grupo II do PAB
Sul,RS,Estância Velha,430760,Perfil 3 - Capitais e RM
Sul,RS,Esteio,430770,Perfil 3 - Capitais e RM
Sul,RS,Estrela,430780,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Estrela Velha,430781,Perfil 4 - Grupo I do PAB
Sul,RS,Eugênio de Castro,430783,Perfil 4 - Grupo I do PAB
Sul,RS,Fagundes Varela,430786,Perfil 2 - Grupo II do PAB
Sul,RS,Farroupilha,430790,Perfil 3 - Capitais e RM
Sul,RS,Faxinal do Soturno,430800,Perfil 2 - Grupo II do PAB
Sul,RS,Faxinalzinho,430805,Perfil 4 - Grupo I do PAB
Sul,RS,Fazenda Vilanova,430807,Perfil 2 - Grupo II do PAB
Sul,RS,Feliz,430810,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Flores da Cunha,430820,Perfil 3 - Capitais e RM
Sul,RS,Floriano Peixoto,430825,Perfil 4 - Grupo I do PAB
Sul,RS,Fontoura Xavier,430830,Perfil 4 - Grupo I do PAB
Sul,RS,Formigueiro,430840,Perfil 4 - Grupo I do PAB
Sul,RS,Forquetinha,430843,Perfil 2 - Grupo II do PAB
Sul,RS,Fortaleza dos Valos,430845,Perfil 4 - Grupo I do PAB
Sul,RS,Frederico Westphalen,430850,Perfil 2 - Grupo II do PAB
Sul,RS,Garibaldi,430860,Perfil 3 - Capitais e RM
Sul,RS,Garruchos,430865,Perfil 7 - Extrema Pobreza
Sul,RS,Gaurama,430870,Perfil 2 - Grupo II do PAB
Sul,RS,General Câmara,430880,Perfil 4 - Grupo I do PAB
Sul,RS,Gentil,430885,Perfil 4 - Grupo I do PAB
Sul,RS,Getúlio Vargas,430890,Perfil 2 - Grupo II do PAB
Sul,RS,Giruá,430900,Perfil 4 - Grupo I do PAB
Sul,RS,Glorinha,430905,Perfil 3 - Capitais e RM
Sul,RS,Gramado,430910,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Gramado dos Loureiros,430912,Perfil 4 - Grupo I do PAB
Sul,RS,Gramado Xavier,430915,Perfil 4 - Grupo I do PAB
Sul,RS,Gravataí,430920,Perfil 3 - Capitais e RM
Sul,RS,Guabiju,430925,Perfil 4 - Grupo I do PAB
Sul,RS,Guaíba,430930,Perfil 3 - Capitais e RM
Sul,RS,Guaporé,430940,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Guarani das Missões,430950,Perfil 2 - Grupo II do PAB
Sul,RS,Harmonia,430955,Perfil 2 - Grupo II do PAB
Sul,RS,Herval,430710,Perfil 7 - Extrema Pobreza
Sul,RS,Herveiras,430957,Perfil 2 - Grupo II do PAB
Sul,RS,Horizontina,430960,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Hulha Negra,430965,Perfil 4 - Grupo I do PAB
Sul,RS,Humaitá,430970,Perfil 2 - Grupo II do PAB
Sul,RS,Ibarama,430975,Perfil 4 - Grupo I do PAB
Sul,RS,Ibiaçá,430980,Perfil 4 - Grupo I do PAB
Sul,RS,Ibiraiaras,430990,Perfil 2 - Grupo II do PAB
Sul,RS,Ibirapuitã,430995,Perfil 4 - Grupo I do PAB
Sul,RS,Ibirubá,431000,Perfil 2 - Grupo II do PAB
Sul,RS,Igrejinha,431010,Perfil 2 - Grupo II do PAB
Sul,RS,Ijuí,431020,Perfil 2 - Grupo II do PAB
Sul,RS,Ilópolis,431030,Perfil 2 - Grupo II do PAB
Sul,RS,Imbé,431033,Perfil 3 - Capitais e RM
Sul,RS,Imigrante,431036,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Independência,431040,Perfil 4 - Grupo I do PAB
Sul,RS,Inhacorá,431041,Perfil 4 - Grupo I do PAB
Sul,RS,Ipê,431043,Perfil 2 - Grupo II do PAB
Sul,RS,Ipiranga do Sul,431046,Perfil 4 - Grupo I do PAB
Sul,RS,Iraí,431050,Perfil 4 - Grupo I do PAB
Sul,RS,Itaara,431053,Perfil 4 - Grupo I do PAB
Sul,RS,Itacurubi,431055,Perfil 4 - Grupo I do PAB
Sul,RS,Itapuca,431057,Perfil 4 - Grupo I do PAB
Sul,RS,Itaqui,431060,Perfil 7 - Extrema Pobreza
Sul,RS,Itati,431065,Perfil 3 - Capitais e RM
Sul,RS,Itatiba do Sul,431070,Perfil 4 - Grupo I do PAB
Sul,RS,Ivorá,431075,Perfil 4 - Grupo I do PAB
Sul,RS,Ivoti,431080,Perfil 3 - Capitais e RM
Sul,RS,Jaboticaba,431085,Perfil 4 - Grupo I do PAB
Sul,RS,Jacuizinho,431087,Perfil 4 - Grupo I do PAB
Sul,RS,Jacutinga,431090,Perfil 2 - Grupo II do PAB
Sul,RS,Jaguarão,431100,Perfil 7 - Extrema Pobreza
Sul,RS,Jaguari,431110,Perfil 4 - Grupo I do PAB
Sul,RS,Jaquirana,431112,Perfil 4 - Grupo I do PAB
Sul,RS,Jari,431113,Perfil 4 - Grupo I do PAB
Sul,RS,Jóia,431115,Perfil 4 - Grupo I do PAB
Sul,RS,Júlio de Castilhos,431120,Perfil 4 - Grupo I do PAB
Sul,RS,Lagoa Bonita do Sul,431123,Perfil 4 - Grupo I do PAB
Sul,RS,Lagoa dos Três Cantos,431127,Perfil 4 - Grupo I do PAB
Sul,RS,Lagoa Vermelha,431130,Perfil 4 - Grupo I do PAB
Sul,RS,Lagoão,431125,Perfil 4 - Grupo I do PAB
Sul,RS,Lajeado,431140,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Lajeado do Bugre,431142,Perfil 7 - Extrema Pobreza
Sul,RS,Lavras do Sul,431150,Perfil 4 - Grupo I do PAB
Sul,RS,Liberato Salzano,431160,Perfil 4 - Grupo I do PAB
Sul,RS,Lindolfo Collor,431162,Perfil 2 - Grupo II do PAB
Sul,RS,Linha Nova,431164,Perfil 2 - Grupo II do PAB
Sul,RS,Maçambará,431171,Perfil 4 - Grupo I do PAB
Sul,RS,Machadinho,431170,Perfil 4 - Grupo I do PAB
Sul,RS,Mampituba,431173,Perfil 3 - Capitais e RM
Sul,RS,Manoel Viana,431175,Perfil 4 - Grupo I do PAB
Sul,RS,Maquiné,431177,Perfil 3 - Capitais e RM
Sul,RS,Maratá,431179,Perfil 2 - Grupo II do PAB
Sul,RS,Marau,431180,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Marcelino Ramos,431190,Perfil 2 - Grupo II do PAB
Sul,RS,Mariana Pimentel,431198,Perfil 4 - Grupo I do PAB
Sul,RS,Mariano Moro,431200,Perfil 2 - Grupo II do PAB
Sul,RS,Marques de Souza,431205,Perfil 2 - Grupo II do PAB
Sul,RS,Mata,431210,Perfil 4 - Grupo I do PAB
Sul,RS,Mato Castelhano,431213,Perfil 4 - Grupo I do PAB
Sul,RS,Mato Leitão,431215,Perfil 2 - Grupo II do PAB
Sul,RS,Mato Queimado,431217,Perfil 4 - Grupo I do PAB
Sul,RS,Maximiliano de Almeida,431220,Perfil 4 - Grupo I do PAB
Sul,RS,Minas do Leão,431225,Perfil 4 - Grupo I do PAB
Sul,RS,Miraguaí,431230,Perfil 4 - Grupo I do PAB
Sul,RS,Montauri,431235,Perfil 2 - Grupo II do PAB
Sul,RS,Monte Alegre dos Campos,431237,Perfil 4 - Grupo I do PAB
Sul,RS,Monte Belo do Sul,431238,Perfil 3 - Capitais e RM
Sul,RS,Montenegro,431240,Perfil 3 - Capitais e RM
Sul,RS,Mormaço,431242,Perfil 4 - Grupo I do PAB
Sul,RS,Morrinhos do Sul,431244,Perfil 3 - Capitais e RM
Sul,RS,Morro Redondo,431245,Perfil 4 - Grupo I do PAB
Sul,RS,Morro Reuter,431247,Perfil 2 - Grupo II do PAB
Sul,RS,Mostardas,431250,Perfil 4 - Grupo I do PAB
Sul,RS,Muçum,431260,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Muitos Capões,431261,Perfil 4 - Grupo I do PAB
Sul,RS,Muliterno,431262,Perfil 4 - Grupo I do PAB
Sul,RS,Não-Me-Toque,431265,Perfil 2 - Grupo II do PAB
Sul,RS,Nicolau Vergueiro,431267,Perfil 4 - Grupo I do PAB
Sul,RS,Nonoai,431270,Perfil 4 - Grupo I do PAB
Sul,RS,Nova Alvorada,431275,Perfil 2 - Grupo II do PAB
Sul,RS,Nova Araçá,431280,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Nova Bassano,431290,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Nova Boa Vista,431295,Perfil 2 - Grupo II do PAB
Sul,RS,Nova Bréscia,431300,Perfil 2 - Grupo II do PAB
Sul,RS,Nova Candelária,431301,Perfil 2 - Grupo II do PAB
Sul,RS,Nova Esperança do Sul,431303,Perfil 2 - Grupo II do PAB
Sul,RS,Nova Hartz,431306,Perfil 3 - Capitais e RM
Sul,RS,Nova Pádua,431308,Perfil 3 - Capitais e RM
Sul,RS,Nova Palma,431310,Perfil 2 - Grupo II do PAB
Sul,RS,Nova Petrópolis,431320,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Nova Prata,431330,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Nova Ramada,431333,Perfil 4 - Grupo I do PAB
Sul,RS,Nova Roma do Sul,431335,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Nova Santa Rita,431337,Perfil 3 - Capitais e RM
Sul,RS,Novo Barreiro,431349,Perfil 4 - Grupo I do PAB
Sul,RS,Novo Cabrais,431339,Perfil 4 - Grupo I do PAB
Sul,RS,Novo Hamburgo,431340,Perfil 3 - Capitais e RM
Sul,RS,Novo Machado,431342,Perfil 7 - Extrema Pobreza
Sul,RS,Novo Tiradentes,431344,Perfil 4 - Grupo I do PAB
Sul,RS,Novo Xingu,431346,Perfil 4 - Grupo I do PAB
Sul,RS,Osório,431350,Perfil 3 - Capitais e RM
Sul,RS,Paim Filho,431360,Perfil 4 - Grupo I do PAB
Sul,RS,Palmares do Sul,431365,Perfil 3 - Capitais e RM
Sul,RS,Palmeira das Missões,431370,Perfil 4 - Grupo I do PAB
Sul,RS,Palmitinho,431380,Perfil 4 - Grupo I do PAB
Sul,RS,Panambi,431390,Perfil 2 - Grupo II do PAB
Sul,RS,Pantano Grande,431395,Perfil 4 - Grupo I do PAB
Sul,RS,Paraí,431400,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Paraíso do Sul,431402,Perfil 2 - Grupo II do PAB
Sul,RS,Pareci Novo,431403,Perfil 2 - Grupo II do PAB
Sul,RS,Parobé,431405,Perfil 3 - Capitais e RM
Sul,RS,Passa Sete,431406,Perfil 4 - Grupo I do PAB
Sul,RS,Passo do Sobrado,431407,Perfil 2 - Grupo II do PAB
Sul,RS,Passo Fundo,431410,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Paulo Bento,431413,Perfil 4 - Grupo I do PAB
Sul,RS,Paverama,431415,Perfil 2 - Grupo II do PAB
Sul,RS,Pedras Altas,431417,Perfil 7 - Extrema Pobreza
Sul,RS,Pedro Osório,431420,Perfil 4 - Grupo I do PAB
Sul,RS,Pejuçara,431430,Perfil 4 - Grupo I do PAB
Sul,RS,Pelotas,431440,Perfil 3 - Capitais e RM
Sul,RS,Picada Café,431442,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Pinhal,431445,Perfil 2 - Grupo II do PAB
Sul,RS,Pinhal da Serra,431446,Perfil 4 - Grupo I do PAB
Sul,RS,Pinhal Grande,431447,Perfil 4 - Grupo I do PAB
Sul,RS,Pinheirinho do Vale,431449,Perfil 4 - Grupo I do PAB
Sul,RS,Pinheiro Machado,431450,Perfil 4 - Grupo I do PAB
Sul,RS,Pinto Bandeira,431454,Perfil 3 - Capitais e RM
Sul,RS,Pirapó,431455,Perfil 7 - Extrema Pobreza
Sul,RS,Piratini,431460,Perfil 4 - Grupo I do PAB
Sul,RS,Planalto,431470,Perfil 4 - Grupo I do PAB
Sul,RS,Poço das Antas,431475,Perfil 2 - Grupo II do PAB
Sul,RS,Pontão,431477,Perfil 4 - Grupo I do PAB
Sul,RS,Ponte Preta,431478,Perfil 4 - Grupo I do PAB
Sul,RS,Portão,431480,Perfil 3 - Capitais e RM
Sul,RS,Porto Alegre,431490,Perfil 3 - Capitais e RM
Sul,RS,Porto Lucena,431500,Perfil 7 - Extrema Pobreza
Sul,RS,Porto Mauá,431505,Perfil 7 - Extrema Pobreza
Sul,RS,Porto Vera Cruz,431507,Perfil 7 - Extrema Pobreza
Sul,RS,Porto Xavier,431510,Perfil 7 - Extrema Pobreza
Sul,RS,Pouso Novo,431513,Perfil 4 - Grupo I do PAB
Sul,RS,Presidente Lucena,431514,Perfil 2 - Grupo II do PAB
Sul,RS,Progresso,431515,Perfil 4 - Grupo I do PAB
Sul,RS,Protásio Alves,431517,Perfil 4 - Grupo I do PAB
Sul,RS,Putinga,431520,Perfil 4 - Grupo I do PAB
Sul,RS,Quaraí,431530,Perfil 7 - Extrema Pobreza
Sul,RS,Quatro Irmãos,431531,Perfil 4 - Grupo I do PAB
Sul,RS,Quevedos,431532,Perfil 4 - Grupo I do PAB
Sul,RS,Quinze de Novembro,431535,Perfil 2 - Grupo II do PAB
Sul,RS,Redentora,431540,Perfil 7 - Extrema Pobreza
Sul,RS,Relvado,431545,Perfil 2 - Grupo II do PAB
Sul,RS,Restinga Seca,431550,Perfil 4 - Grupo I do PAB
Sul,RS,Rio dos Índios,431555,Perfil 4 - Grupo I do PAB
Sul,RS,Rio Grande,431560,Perfil 3 - Capitais e RM
Sul,RS,Rio Pardo,431570,Perfil 4 - Grupo I do PAB
Sul,RS,Riozinho,431575,Perfil 4 - Grupo I do PAB
Sul,RS,Roca Sales,431580,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Rodeio Bonito,431590,Perfil 4 - Grupo I do PAB
Sul,RS,Rolador,431595,Perfil 4 - Grupo I do PAB
Sul,RS,Rolante,431600,Perfil 2 - Grupo II do PAB
Sul,RS,Ronda Alta,431610,Perfil 4 - Grupo I do PAB
Sul,RS,Rondinha,431620,Perfil 2 - Grupo II do PAB
Sul,RS,Roque Gonzales,431630,Perfil 7 - Extrema Pobreza
Sul,RS,Rosário do Sul,431640,Perfil 4 - Grupo I do PAB
Sul,RS,Sagrada Família,431642,Perfil 4 - Grupo I do PAB
Sul,RS,Saldanha Marinho,431643,Perfil 4 - Grupo I do PAB
Sul,RS,Salto do Jacuí,431645,Perfil 4 - Grupo I do PAB
Sul,RS,Salvador das Missões,431647,Perfil 2 - Grupo II do PAB
Sul,RS,Salvador do Sul,431650,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Sananduva,431660,Perfil 2 - Grupo II do PAB
Sul,RS,Santa Bárbara do Sul,431670,Perfil 4 - Grupo I do PAB
Sul,RS,Santa Cecília do Sul,431673,Perfil 4 - Grupo I do PAB
Sul,RS,Santa Clara do Sul,431675,Perfil 2 - Grupo II do PAB
Sul,RS,Santa Cruz do Sul,431680,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Santa Margarida do Sul,431697,Perfil 4 - Grupo I do PAB
Sul,RS,Santa Maria,431690,Perfil 1 - Grupos III e IV do PAB
Sul,RS,Santa Maria do Herval,431695,Perfil 2 - Grupo II do PAB
Sul,RS,Santa Rosa,431720,Perfil 2 - Grupo II do PAB
Sul,RS,Santa Tereza,431725,Perfil 3 - Capitais e RM
Sul,RS,Santa Vitória do Palmar,431730,Perfil 7 - Extrema Pobreza
Sul,RS,Santana da Boa Vista,431700,Perfil 4 - Grupo I do PAB
Sul,RS,Sant'Ana do Livramento,431710,Perfil 7 - Extrema Pobreza
Sul,RS,Santiago,431740,Perfil 4 - Grupo I do PAB
Sul,RS,Santo Ângelo,431750,Perfil 2 - Grupo II do PAB
Sul,RS,Santo Antônio da Patrulha,431760,Perfil 3 - Capitais e RM
Sul,RS,Santo Antônio das Missões,431770,Perfil 4 - Grupo I do PAB
